stock_id,stock_name,exchange,industry,ticker,active
688375,国博电子,SH,,SH688375,1
688385,复旦微电,SH,,SH688385,1
688387,信科移动,SH,,SH688387,1
688411,海博思创,SH,,SH688411,1
688425,铁建重工,SH,,SH688425,1
688469,芯联集成,SH,,SH688469,1
688475,萤石网络,SH,,SH688475,1
688498,源杰科技,SH,,SH688498,1
688520,神州细胞,SH,,SH688520,1
688538,和辉光电,SH,,SH688538,1
688561,奇安信,SH,,SH688561,1
688563,航材股份,SH,,SH688563,1
688568,中科星图,SH,,SH688568,1
688578,艾力斯,SH,,SH688578,1
688582,芯动联科,SH,,SH688582,1
688599,天合光能,SH,,SH688599,1
688608,恒玄科技,SH,,SH688608,1
688615,合合信息,SH,,SH688615,1
688617,惠泰医疗,SH,,SH688617,1
688629,华丰科技,SH,,SH688629,1
688676,金盘科技,SH,,SH688676,1
688692,达梦数据,SH,,SH688692,1
688702,盛科通信,SH,,SH688702,1
688708,佳驰科技,SH,,SH688708,1
688709,成都华微,SH,,SH688709,1
688728,格科微,SH,,SH688728,1
688772,珠海冠宇,SH,,SH688772,1
688777,中控技术,SH,,SH688777,1
688778,厦钨新能,SH,,SH688778,1
688819,天能股份,SH,,SH688819,1
689009,九号公司,SH,,SH689009,1
